generacion,mejor_asignaciones,promedio_asignaciones,mejor_separacion,promedio_separacion,mejor_fitness_obj1,promedio_fitness_obj1,mejor_fitness_obj2,promedio_fitness_obj2,soluciones_factibles,poblacion_total,tiempo_ms
45,294.00,299.12,11.1229,10.8654,294.000000,299.120000,-11.122857,-10.865429,100,100,10795
46,294.00,298.96,11.1229,10.8798,294.000000,298.960000,-11.122857,-10.879829,100,100,11027
47,294.00,299.44,11.1229,10.9210,294.000000,299.440000,-11.122857,-10.921000,100,100,11279
48,294.00,299.21,11.1229,10.9271,294.000000,299.210000,-11.122857,-10.927114,100,100,11557
49,294.00,299.43,11.1229,10.9365,294.000000,299.430000,-11.122857,-10.936486,100,100,11891
50,294.00,298.99,11.1629,10.9326,294.000000,298.990000,-11.162857,-10.932629,100,100,12176
51,294.00,298.69,11.1629,10.9325,294.000000,298.690000,-11.162857,-10.932514,100,100,12416
52,294.00,298.63,11.1629,10.9372,294.000000,298.630000,-11.162857,-10.937171,100,100,12748
53,294.00,298.55,11.1629,10.9575,294.000000,298.550000,-11.162857,-10.957457,100,100,12997
54,294.00,298.76,11.1629,10.9797,294.000000,298.760000,-11.162857,-10.979714,100,100,13262
55,294.00,298.43,11.2000,10.9893,294.000000,298.430000,-11.200000,-10.989314,100,100,13554
56,294.00,298.48,11.2000,10.9942,294.000000,298.480000,-11.200000,-10.994229,100,100,13839
57,294.00,298.49,11.2000,10.9993,294.000000,298.490000,-11.200000,-10.999286,100,100,14059
58,294.00,297.90,11.2543,10.9960,294.000000,297.900000,-11.254286,-10.996029,100,100,14402
59,294.00,298.34,11.2543,11.0251,294.000000,298.340000,-11.254286,-11.025143,100,100,14730
60,294.00,298.01,11.4171,11.0294,294.000000,298.010000,-11.417143,-11.029400,100,100,15072
61,294.00,298.02,11.4143,11.0540,294.000000,298.020000,-11.414286,-11.054029,100,100,15364
62,294.00,298.15,11.4714,11.0831,294.000000,298.150000,-11.471429,-11.083057,100,100,15689
63,294.00,297.96,11.5657,11.1206,294.000000,297.960000,-11.565714,-11.120600,100,100,16024
64,294.00,297.91,11.5657,11.1343,294.000000,297.910000,-11.565714,-11.134257,100,100,16353
65,294.00,298.05,11.5657,11.1569,294.000000,298.050000,-11.565714,-11.156857,100,100,16710
66,294.00,297.89,11.5657,11.1571,294.000000,297.890000,-11.565714,-11.157143,100,100,17018
67,294.00,297.99,11.5657,11.1870,294.000000,297.990000,-11.565714,-11.187029,100,100,17249
68,294.00,298.64,11.6200,11.2475,294.000000,298.640000,-11.620000,-11.247457,100,100,17463
69,294.00,298.71,11.7000,11.2591,294.000000,298.710000,-11.700000,-11.259057,100,100,17671
70,294.00,299.26,11.7000,11.3101,294.000000,299.260000,-11.700000,-11.310114,100,100,17884
71,294.00,298.89,11.7000,11.3123,294.000000,298.890000,-11.700000,-11.312343,100,100,18093
72,294.00,299.19,11.7600,11.3355,294.000000,299.190000,-11.760000,-11.335514,100,100,18307
73,294.00,299.39,11.7086,11.3576,294.000000,299.390000,-11.708571,-11.357571,100,100,18520
74,294.00,299.38,11.7200,11.3677,294.000000,299.380000,-11.720000,-11.367657,100,100,18737
75,294.00,298.88,11.8114,11.3698,294.000000,298.880000,-11.811429,-11.369829,100,100,18959
76,294.00,298.60,11.8143,11.3833,294.000000,298.600000,-11.814286,-11.383286,100,100,19173
77,294.00,298.27,11.8143,11.3979,294.000000,298.270000,-11.814286,-11.397943,100,100,19385
78,294.00,298.70,11.8486,11.4606,294.000000,298.700000,-11.848571,-11.460600,100,100,19596
79,294.00,298.75,11.8486,11.4945,294.000000,298.750000,-11.848571,-11.494486,100,100,19819
80,294.00,298.47,11.8486,11.4925,294.000000,298.470000,-11.848571,-11.492543,100,100,20028
81,294.00,298.86,11.8800,11.5279,294.000000,298.860000,-11.880000,-11.527857,100,100,20237
82,294.00,298.80,11.8800,11.5386,294.000000,298.800000,-11.880000,-11.538629,100,100,20442
83,294.00,298.85,11.8800,11.5589,294.000000,298.850000,-11.880000,-11.558914,100,100,20659
84,294.00,299.13,11.9400,11.6009,294.000000,299.130000,-11.940000,-11.600857,100,100,20903
85,294.00,299.04,11.9400,11.6099,294.000000,299.040000,-11.940000,-11.609886,100,100,21116
86,294.00,299.14,12.0486,11.6294,294.000000,299.140000,-12.048571,-11.629429,100,100,21317
87,294.00,298.88,12.0943,11.6409,294.000000,298.880000,-12.094286,-11.640857,100,100,21547
88,294.00,298.73,12.0943,11.6532,294.000000,298.730000,-12.094286,-11.653200,100,100,21786
89,294.00,298.67,12.0943,11.6730,294.000000,298.670000,-12.094286,-11.673029,100,100,22030
90,294.00,298.87,12.0943,11.6936,294.000000,298.870000,-12.094286,-11.693571,100,100,22252
91,294.00,299.10,12.0943,11.7229,294.000000,299.100000,-12.094286,-11.722914,100,100,22451
92,294.00,299.55,12.0943,11.7641,294.000000,299.550000,-12.094286,-11.764114,100,100,22692
93,294.00,300.28,12.1000,11.8024,294.000000,300.280000,-12.100000,-11.802371,100,100,22959
94,294.00,300.46,12.0971,11.8264,294.000000,300.460000,-12.097143,-11.826400,100,100,23171
95,294.00,300.43,12.1086,11.8420,294.000000,300.430000,-12.108571,-11.842029,100,100,23373
96,294.00,300.36,12.1086,11.8541,294.000000,300.360000,-12.108571,-11.854086,100,100,23615
97,294.00,301.01,12.1086,11.8931,294.000000,301.010000,-12.108571,-11.893086,100,100,23857
98,294.00,301.71,12.1286,11.9289,294.000000,301.710000,-12.128571,-11.928914,100,100,24064
99,294.00,301.42,12.1286,11.9195,294.000000,301.420000,-12.128571,-11.919514,100,100,24269
100,294.00,301.29,12.1943,11.9113,294.000000,301.290000,-12.194286,-11.911286,100,100,24534
101,294.00,301.33,12.2143,11.9179,294.000000,301.330000,-12.214286,-11.917943,100,100,24752
102,294.00,301.63,12.1971,11.9407,294.000000,301.630000,-12.197143,-11.940714,100,100,24966
103,294.00,301.69,12.1800,11.9541,294.000000,301.690000,-12.180000,-11.954143,100,100,25173
104,294.00,301.39,12.1943,11.9540,294.000000,301.390000,-12.194286,-11.954000,100,100,25379
105,294.00,301.78,12.1943,11.9685,294.000000,301.780000,-12.194286,-11.968514,100,100,25583
106,294.00,301.39,12.2000,11.9516,294.000000,301.390000,-12.200000,-11.951600,100,100,25798
107,294.00,301.55,12.2286,11.9584,294.000000,301.550000,-12.228571,-11.958371,100,100,26003
108,294.00,300.94,12.2286,11.9452,294.000000,300.940000,-12.228571,-11.945200,100,100,26211
109,294.00,301.40,12.2286,11.9644,294.000000,301.400000,-12.228571,-11.964400,100,100,26424
110,294.00,302.49,12.2600,12.0214,294.000000,302.490000,-12.260000,-12.021429,100,100,26633
111,294.00,302.14,12.2600,12.0269,294.000000,302.140000,-12.260000,-12.026886,100,100,26849
112,294.00,300.82,12.2600,11.9816,294.000000,300.820000,-12.260000,-11.981600,100,100,27065
113,294.00,300.77,12.2600,11.9887,294.000000,300.770000,-12.260000,-11.988714,100,100,27283
114,294.00,300.87,12.2600,12.0005,294.000000,300.870000,-12.260000,-12.000543,100,100,27495
115,294.00,301.40,12.2771,12.0179,294.000000,301.400000,-12.277143,-12.017857,100,100,27708
116,294.00,302.96,12.2771,12.0819,294.000000,302.960000,-12.277143,-12.081943,100,100,27915
117,294.00,304.32,12.2771,12.1195,294.000000,304.320000,-12.277143,-12.119486,100,100,28146
118,294.00,303.46,12.2943,12.0872,294.000000,303.460000,-12.294286,-12.087171,100,100,28409
119,294.00,304.25,12.2943,12.1199,294.000000,304.250000,-12.294286,-12.119886,100,100,28617
120,294.00,303.48,12.2943,12.1264,294.000000,303.480000,-12.294286,-12.126371,100,100,28863
121,294.00,302.63,12.2943,12.1208,294.000000,302.630000,-12.294286,-12.120829,100,100,29155
122,294.00,303.63,12.3171,12.1534,294.000000,303.630000,-12.317143,-12.153371,100,100,29390
123,294.00,302.87,12.3171,12.1502,294.000000,302.870000,-12.317143,-12.150200,100,100,29615
124,294.00,303.67,12.3171,12.1570,294.000000,303.670000,-12.317143,-12.157000,100,100,29921
125,294.00,303.67,12.3171,12.1519,294.000000,303.670000,-12.317143,-12.151943,100,100,30199
126,294.00,304.13,12.3171,12.1693,294.000000,304.130000,-12.317143,-12.169343,100,100,30408
127,294.00,304.46,12.3171,12.1611,294.000000,304.460000,-12.317143,-12.161114,100,100,30617
128,294.00,304.31,12.3171,12.1696,294.000000,304.310000,-12.317143,-12.169629,100,100,30836
129,294.00,302.48,12.3200,12.1666,294.000000,302.480000,-12.320000,-12.166571,100,100,31045
130,294.00,302.16,12.3657,12.1659,294.000000,302.160000,-12.365714,-12.165886,100,100,31258
131,294.00,301.20,12.3543,12.1647,294.000000,301.200000,-12.354286,-12.164657,100,100,31467
132,294.00,300.16,12.3543,12.1460,294.000000,300.160000,-12.354286,-12.146029,100,100,31682
133,294.00,300.65,12.3371,12.1742,294.000000,300.650000,-12.337143,-12.174229,100,100,31892
134,294.00,301.40,12.4371,12.1978,294.000000,301.400000,-12.437143,-12.197800,100,100,32100
135,294.00,301.24,12.4371,12.2363,294.000000,301.240000,-12.437143,-12.236314,100,100,32306
136,294.00,302.02,12.4457,12.2389,294.000000,302.020000,-12.445714,-12.238857,100,100,32521
137,294.00,301.17,12.4457,12.2527,294.000000,301.170000,-12.445714,-12.252657,100,100,32739
138,294.00,301.09,12.4457,12.2719,294.000000,301.090000,-12.445714,-12.271857,100,100,32952
139,294.00,301.50,12.4457,12.2771,294.000000,301.500000,-12.445714,-12.277057,100,100,33164
140,294.00,301.20,12.4600,12.2855,294.000000,301.200000,-12.460000,-12.285486,100,100,33372
141,294.00,300.36,12.5029,12.2871,294.000000,300.360000,-12.502857,-12.287086,100,100,33580
142,294.00,299.58,12.5029,12.2751,294.000000,299.580000,-12.502857,-12.275143,100,100,33793
143,294.00,300.09,12.5029,12.2918,294.000000,300.090000,-12.502857,-12.291771,100,100,33999
144,294.00,300.17,12.5029,12.3039,294.000000,300.170000,-12.502857,-12.303857,100,100,34204
145,294.00,300.55,12.5086,12.3177,294.000000,300.550000,-12.508571,-12.317714,100,100,34409
146,294.00,300.52,12.5114,12.3192,294.000000,300.520000,-12.511429,-12.319171,100,100,34616
147,294.00,299.99,12.5200,12.3167,294.000000,299.990000,-12.520000,-12.316714,100,100,34831
148,294.00,301.13,12.5029,12.3429,294.000000,301.130000,-12.502857,-12.342857,100,100,35042
149,294.00,300.30,12.5029,12.3367,294.000000,300.300000,-12.502857,-12.336686,100,100,35245
150,294.00,301.34,12.5114,12.3554,294.000000,301.340000,-12.511429,-12.355400,100,100,35451
151,294.00,300.60,12.5543,12.3499,294.000000,300.600000,-12.554286,-12.349943,100,100,35654
152,294.00,300.34,12.5886,12.3565,294.000000,300.340000,-12.588571,-12.356486,100,100,35867
153,294.00,299.42,12.5886,12.3426,294.000000,299.420000,-12.588571,-12.342600,100,100,36078
154,294.00,298.52,12.6257,12.3481,294.000000,298.520000,-12.625714,-12.348086,100,100,36290
155,294.00,298.06,12.6257,12.3516,294.000000,298.060000,-12.625714,-12.351571,100,100,36509
156,294.00,298.36,12.6257,12.3743,294.000000,298.360000,-12.625714,-12.374257,100,100,36731
157,294.00,298.83,12.6943,12.4118,294.000000,298.830000,-12.694286,-12.411829,100,100,36945
158,294.00,299.27,12.6971,12.4433,294.000000,299.270000,-12.697143,-12.443343,100,100,37161
159,294.00,299.32,12.6971,12.4385,294.000000,299.320000,-12.697143,-12.438457,100,100,37375
160,294.00,298.85,12.6971,12.4317,294.000000,298.850000,-12.697143,-12.431714,100,100,37586
161,294.00,298.40,12.7086,12.4230,294.000000,298.400000,-12.708571,-12.423029,100,100,37796
162,294.00,298.32,12.7086,12.4197,294.000000,298.320000,-12.708571,-12.419714,100,100,38004
163,294.00,298.46,12.7086,12.4373,294.000000,298.460000,-12.708571,-12.437314,100,100,38216
164,294.00,298.51,12.6971,12.4569,294.000000,298.510000,-12.697143,-12.456857,100,100,38416
165,294.00,298.53,12.6971,12.4582,294.000000,298.530000,-12.697143,-12.458200,100,100,38618
166,294.00,298.67,12.6971,12.4788,294.000000,298.670000,-12.697143,-12.478771,100,100,38832
167,294.00,298.65,12.7229,12.4909,294.000000,298.650000,-12.722857,-12.490857,100,100,39034
168,294.00,298.67,12.7343,12.5050,294.000000,298.670000,-12.734286,-12.505000,100,100,39234
169,294.00,298.71,12.7343,12.5123,294.000000,298.710000,-12.734286,-12.512343,100,100,39436
170,294.00,299.03,12.7343,12.5485,294.000000,299.030000,-12.734286,-12.548486,100,100,39635
171,294.00,298.88,12.7343,12.5503,294.000000,298.880000,-12.734286,-12.550257,100,100,39844
172,294.00,298.77,12.7343,12.5533,294.000000,298.770000,-12.734286,-12.553343,100,100,40048
173,294.00,299.27,12.7429,12.5775,294.000000,299.270000,-12.742857,-12.577486,100,100,40252
174,294.00,299.08,12.7600,12.5769,294.000000,299.080000,-12.760000,-12.576914,100,100,40450
175,294.00,299.10,12.7600,12.5777,294.000000,299.100000,-12.760000,-12.577743,100,100,40645
176,294.00,298.83,12.7657,12.5655,294.000000,298.830000,-12.765714,-12.565457,100,100,40842
177,294.00,299.49,12.7800,12.6018,294.000000,299.490000,-12.780000,-12.601829,100,100,41037
178,294.00,299.68,12.7800,12.6121,294.000000,299.680000,-12.780000,-12.612057,100,100,41242
179,294.00,299.04,12.7714,12.5967,294.000000,299.040000,-12.771429,-12.596743,100,100,41442
180,294.00,298.71,12.7771,12.5899,294.000000,298.710000,-12.777143,-12.589943,100,100,41636
181,294.00,298.64,12.8000,12.6007,294.000000,298.640000,-12.800000,-12.600743,100,100,41832
182,294.00,298.53,12.8171,12.6174,294.000000,298.530000,-12.817143,-12.617400,100,100,42025
183,294.00,298.53,12.8171,12.6251,294.000000,298.530000,-12.817143,-12.625086,100,100,42227
184,294.00,298.19,12.8171,12.6097,294.000000,298.190000,-12.817143,-12.609657,100,100,42424
185,294.00,297.93,12.8143,12.6134,294.000000,297.930000,-12.814286,-12.613400,100,100,42618
186,294.00,298.43,12.8371,12.6386,294.000000,298.430000,-12.837143,-12.638600,100,100,42817
187,294.00,298.45,12.8371,12.6431,294.000000,298.450000,-12.837143,-12.643057,100,100,43019
188,294.00,298.50,12.8314,12.6417,294.000000,298.500000,-12.831429,-12.641657,100,100,43217
189,294.00,298.94,12.8286,12.6713,294.000000,298.940000,-12.828571,-12.671314,100,100,43415
190,294.00,299.31,12.8343,12.6837,294.000000,299.310000,-12.834286,-12.683743,100,100,43614
191,294.00,299.40,12.8314,12.7007,294.000000,299.400000,-12.831429,-12.700657,100,100,43814
192,294.00,299.55,12.8457,12.7066,294.000000,299.550000,-12.845714,-12.706600,100,100,44015
193,294.00,299.98,12.8457,12.7242,294.000000,299.980000,-12.845714,-12.724171,100,100,44214
194,294.00,299.49,12.8943,12.7199,294.000000,299.490000,-12.894286,-12.719857,100,100,44411
195,294.00,299.98,12.8943,12.7362,294.000000,299.980000,-12.894286,-12.736200,100,100,44606
196,294.00,300.06,12.8943,12.7456,294.000000,300.060000,-12.894286,-12.745629,100,100,44808
197,294.00,300.18,12.8943,12.7556,294.000000,300.180000,-12.894286,-12.755629,100,100,45007
198,294.00,300.16,12.8943,12.7563,294.000000,300.160000,-12.894286,-12.756286,100,100,45203
199,294.00,299.91,12.8943,12.7461,294.000000,299.910000,-12.894286,-12.746114,100,100,45402
200,294.00,299.31,12.8943,12.7332,294.000000,299.310000,-12.894286,-12.733229,100,100,45594
201,294.00,298.98,12.9086,12.7331,294.000000,298.980000,-12.908571,-12.733143,100,100,45802
202,294.00,298.66,12.9229,12.7330,294.000000,298.660000,-12.922857,-12.733029,100,100,46009
203,294.00,299.36,12.9857,12.7641,294.000000,299.360000,-12.985714,-12.764114,100,100,46209
204,294.00,300.28,12.9857,12.7908,294.000000,300.280000,-12.985714,-12.790771,100,100,46419
205,294.00,299.68,12.9857,12.7707,294.000000,299.680000,-12.985714,-12.770657,100,100,46620
206,294.00,300.02,12.9857,12.7945,294.000000,300.020000,-12.985714,-12.794514,100,100,46829
207,294.00,299.18,12.9857,12.7898,294.000000,299.180000,-12.985714,-12.789800,100,100,47034
208,294.00,298.61,12.9857,12.7861,294.000000,298.610000,-12.985714,-12.786086,100,100,47234
209,294.00,298.77,12.9914,12.8010,294.000000,298.770000,-12.991429,-12.801029,100,100,47435
210,294.00,298.77,12.9914,12.8199,294.000000,298.770000,-12.991429,-12.819943,100,100,47628
211,294.00,299.48,12.9914,12.8398,294.000000,299.480000,-12.991429,-12.839771,100,100,47826
212,294.00,299.48,12.9914,12.8433,294.000000,299.480000,-12.991429,-12.843343,100,100,48018
213,294.00,299.48,12.9829,12.8399,294.000000,299.480000,-12.982857,-12.839914,100,100,48218
214,294.00,299.17,12.9829,12.8337,294.000000,299.170000,-12.982857,-12.833714,100,100,48415
215,294.00,299.29,12.9829,12.8521,294.000000,299.290000,-12.982857,-12.852114,100,100,48609
216,294.00,299.60,13.0200,12.8558,294.000000,299.600000,-13.020000,-12.855800,100,100,48813
217,294.00,299.03,13.0200,12.8492,294.000000,299.030000,-13.020000,-12.849171,100,100,49010
218,294.00,298.40,13.0200,12.8376,294.000000,298.400000,-13.020000,-12.837629,100,100,49209
219,294.00,298.47,13.0171,12.8439,294.000000,298.470000,-13.017143,-12.843857,100,100,49407
220,294.00,298.26,13.0629,12.8430,294.000000,298.260000,-13.062857,-12.843000,100,100,49602
221,294.00,297.31,13.0629,12.8268,294.000000,297.310000,-13.062857,-12.826800,100,100,49809
222,294.00,298.05,13.0429,12.8647,294.000000,298.050000,-13.042857,-12.864714,100,100,50010
223,294.00,298.29,13.0629,12.8766,294.000000,298.290000,-13.062857,-12.876571,100,100,50214
224,294.00,297.91,13.0429,12.8655,294.000000,297.910000,-13.042857,-12.865457,100,100,50413
225,294.00,298.19,13.0457,12.8897,294.000000,298.190000,-13.045714,-12.889686,100,100,50611
226,294.00,298.29,13.1286,12.9002,294.000000,298.290000,-13.128571,-12.900229,100,100,50815
227,294.00,298.27,13.1286,12.8953,294.000000,298.270000,-13.128571,-12.895343,100,100,51015
228,294.00,298.34,13.1286,12.9063,294.000000,298.340000,-13.128571,-12.906257,100,100,51217
229,294.00,297.91,13.1286,12.8885,294.000000,297.910000,-13.128571,-12.888486,100,100,51422
230,294.00,298.35,13.1286,12.9044,294.000000,298.350000,-13.128571,-12.904371,100,100,51625
231,294.00,299.08,13.1371,12.9327,294.000000,299.080000,-13.137143,-12.932657,100,100,51836
232,294.00,299.09,13.1371,12.9427,294.000000,299.090000,-13.137143,-12.942743,100,100,52043
233,294.00,298.63,13.1086,12.9290,294.000000,298.630000,-13.108571,-12.929000,100,100,52248
234,294.00,298.55,13.1143,12.9163,294.000000,298.550000,-13.114286,-12.916286,100,100,52451
235,294.00,298.20,13.1143,12.9045,294.000000,298.200000,-13.114286,-12.904457,100,100,52653
236,294.00,298.13,13.1143,12.9082,294.000000,298.130000,-13.114286,-12.908229,100,100,52863
237,294.00,298.30,13.1457,12.9085,294.000000,298.300000,-13.145714,-12.908543,100,100,53067
238,294.00,298.18,13.1286,12.9092,294.000000,298.180000,-13.128571,-12.909171,100,100,53278
239,294.00,298.66,13.1429,12.9328,294.000000,298.660000,-13.142857,-12.932800,100,100,53480
240,294.00,298.53,13.1429,12.9311,294.000000,298.530000,-13.142857,-12.931143,100,100,53686
241,294.00,297.73,13.1429,12.9221,294.000000,297.730000,-13.142857,-12.922057,100,100,53890
242,294.00,297.86,13.1657,12.9311,294.000000,297.860000,-13.165714,-12.931086,100,100,54090
243,294.00,299.07,13.1971,12.9806,294.000000,299.070000,-13.197143,-12.980571,100,100,54290
244,294.00,299.82,13.2086,13.0098,294.000000,299.820000,-13.208571,-13.009800,100,100,54488
245,294.00,300.79,13.1971,13.0347,294.000000,300.790000,-13.197143,-13.034743,100,100,54694
246,294.00,301.61,13.2086,13.0371,294.000000,301.610000,-13.208571,-13.037114,100,100,54902
247,294.00,301.18,13.1971,13.0127,294.000000,301.180000,-13.197143,-13.012743,100,100,55101
248,294.00,300.75,13.1971,13.0081,294.000000,300.750000,-13.197143,-13.008143,100,100,55300
249,294.00,300.23,13.2400,13.0076,294.000000,300.230000,-13.240000,-13.007629,100,100,55505
250,294.00,300.72,13.2400,13.0335,294.000000,300.720000,-13.240000,-13.033457,100,100,55706
251,294.00,301.40,13.2400,13.0665,294.000000,301.400000,-13.240000,-13.066514,100,100,55907
